"","zipcode","zcta","state","totalHH","enrollments","eligible_adj","eligible_adj_perc","HHEoE_adj","total_support"
"9487","30725","30725","GA",1422,145,760.466341323382,53.4786456626851,19.0672475717554,57731.64
"9488","30728","30728","GA",7515,1511,4219.13902981049,56.1429012616166,35.8129938199233,546543.21
"9489","30730","30730","GA",667,181,365.741525318868,54.8338118918842,49.488501433409,59280.76
"9490","30731","30731","GA",963,186,665.235529070544,69.0794941921645,27.9600219579186,69753.15
"9491","30733","30733","GA",888,113,636.252238384898,71.6500268451462,17.7602518596785,41704.87
"9492","30734","30734","GA",1207,152,593.467380706087,49.1687970758979,25.612191156851,53961.2
"9493","30735","30735","GA",2227,476,1211.77758199987,54.4130032330432,39.2811359997622,178215.27
"9494","30736","30736","GA",15792,1862,5781.47641343674,36.6101596595539,32.2063062589431,677681.46
"9495","30738","30738","GA",1452,85,663.855372371228,45.7200669677154,12.8039936916362,28595.17
"9496","30739","30739","GA",2253,147,782.548848512445,34.7336373063669,18.7847698299517,43661.57
"9497","30740","30740","GA",3057,487,1322.19011794519,43.2512305510366,36.8328270942491,175814.22
"9498","30741","30741","GA",11613,1681,6345.96050345719,54.6453156243622,26.4892918744801,630871.32
"9499","30742","30742","GA",3324,405,1642.38647218661,49.4099420032074,24.6592386663291,162330.73
"9500","30746","30746","GA",390,43,160.098177120712,41.0508146463364,26.8585194243521,12814.21
"9501","30747","30747","GA",5898,2084,3892.04189207248,65.9891809439213,53.5451585000872,784237.19
"9502","30750","30750","GA",1165,41,234.626638883802,20.139625655262,17.4745715981147,17608.06
"9503","30752","30752","GA",3522,634,1966.72329652599,55.8410930302665,32.2363598946479,223502.42
"9504","30753","30753","GA",2365,890,1472.62719817069,62.2675348063715,60.4362055179728,334045.77
"9505","30755","30755","GA",3662,932,1599.6016145078,43.6810926954616,58.2645073340199,340510.87
"9506","30756","30756","GA",16,2,22.0825071890637,101,9.05694259658384,699.99
"9507","30757","30757","GA",938,92,433.369203585375,46.2014076317031,21.2290119461328,29620.73
"9508","30802","30802","GA",2010,135,1001.99376370377,49.8504360051625,13.4731377469842,48233.04
"9509","30803","30803","GA",321,41,176.66005751251,55.0342858294423,23.2084154037461,14771.97
"9510","30805","30805","GA",772,181,454.071554075123,58.8175588180211,39.8615589053295,62803.26
"9511","30807","30807","GA",82,7,42.784857678811,52.176655705867,16.3609285615708,2427.95
"9512","30808","30808","GA",1512,235,792.209945407661,52.3948376592368,29.6638538006579,88364.88
"9513","30809","30809","GA",15401,617,2960.43612003385,19.2223629636638,20.841523849295,202374.24
"9514","30810","30810","GA",691,84,368.501838717501,53.3287755018091,22.795001591402,29985.9
"9515","30812","30812","GA",16.6808510638298,1,0,0,101,430
"9516","30813","30813","GA",13260,1388,4202.57714941869,31.6936436607744,33.0273532323373,475472.35
"9517","30814","30814","GA",3439,416,1643.76662888593,47.7978083421323,25.3077287669446,153723.11
"9518","30815","30815","GA",13900,3256,6572.30620214509,47.2827784326985,49.5412097345266,1212543.52
"9519","30816","30816","GA",813,116,586.566597209505,72.1484129408985,19.7761005403054,44898.12
"9520","30817","30817","GA",2860,351,1547.15565993378,54.0963517459362,22.6867928735124,140410.07
"9521","30818","30818","GA",207,26,69.0078349658241,33.3371183409778,37.6768812017888,8155.73
"9522","30820","30820","GA",439,47,274.65118316398,62.5629118824556,17.1126151573644,17831.88
"9523","30821","30821","GA",375,66,276.031339863296,73.6083572968791,23.9103284549813,22528.47
"9524","30823","30823","GA",495,83,202.883034799523,40.9864716766713,40.9102713206236,34591.94
"9525","30824","30824","GA",6620,1514,3442.11080809531,51.9956315422252,43.9846386246285,596062.36
"9526","30828","30828","GA",1331,417,1000.61360700445,75.1775812925958,41.6744282789016,123022.34
"9527","30830","30830","GA",5021,1460,2467.72017837787,49.1479820429769,59.1639203177289,577205.56
"9528","30833","30833","GA",1345,430,932.985928737942,69.3669835492894,46.0885836275864,175930.99
"9529","30901","30901","GA",7004,3150,6579.20698564167,93.9349940839759,47.8781106427339,1250180.05
"9530","30904","30904","GA",10403,2914,6363.9025405483,61.1737243155657,45.7895132968038,1172833.91
"9531","30905","30905","GA",820,53,532.740485936162,64.9683519434344,9.94855870712836,16805.69
"9532","30906","30906","GA",20718,6906,14386.753433675,69.4408409772903,48.0024908457467,2685568.97
"9533","30907","30907","GA",17312,1444,5109.34010086962,29.5132861649123,28.2619667411498,511641.1
"9534","30909","30909","GA",17467,2757,7024.99759952089,40.2186843735094,39.2455650118375,1000635.56
"9535","30912","30912","GA",16.6808510638298,4,0,0,101,1933
"9536","31001","31001","GA",825,228,677.656939364393,82.1402350744718,33.6453427620548,84944.42
"9537","31002","31002","GA",1081,173,608.649104398569,56.3042649767409,28.4236021625216,63532.88
"9538","31003","31003","GA",48,1,38.6443875808615,80.5091407934615,2.58769788473824,NA
"9539","31005","31005","GA",6972,699,1551.29613003173,22.2503747853088,45.0590951958157,246022.75
"9540","31006","31006","GA",1779,342,1196.59585830739,67.262274216267,28.5810783670743,143492.81
"9541","31007","31007","GA",291,41,166.998960617294,57.3879589750152,24.5510510056157,16975.28
"9542","31008","31008","GA",7897,1438,3758.16669223878,47.5898023583485,38.2633373599341,508466.43
"9543","31009","31009","GA",487,78,368.501838717501,75.6677286894252,21.1667871920162,26949.97
"9544","31011","31011","GA",239,55,82.8094019589889,34.6482853384891,66.4175790416148,20378.55
"9545","31012","31012","GA",365,41,186.321154407725,51.0468916185548,22.0050160865148,16248.48
"9546","31014","31014","GA",4303,791,2547.76926693823,59.2091393664473,31.0467674708464,291535.63
"9547","31015","31015","GA",7238,2367,4900.93643927283,67.7111970057036,48.2968924271787,972071.23
"9548","31016","31016","GA",698,76,405.766069599046,58.132674727657,18.730003737153,25163.24
"9549","31017","31017","GA",598,107,296.733690353044,49.6210184536862,36.0592691287245,43331.93
"9550","31018","31018","GA",525,73,378.162935612716,72.0310353548031,19.3038484540327,28661.49
"9551","31019","31019","GA",956,123,626.591141489683,65.5430064319752,19.6300253635209,47155.83
"9552","31020","31020","GA",629,174,558.963463223175,88.8654154567846,31.129047146777,70439.56
"9553","31021","31021","GA",9944,3893,6613.71090312458,66.5095625817034,58.862566825544,1593656.15
"9554","31022","31022","GA",661,50,354.700271724336,53.661160623954,14.0964087106363,16355.95
"9555","31023","31023","GA",4980,1213,3495.93691936865,70.199536533507,34.6974224071258,515195.26
"9556","31024","31024","GA",8850,1644,4092.16461347337,46.2391481748403,40.1743369410694,594870.81
"9557","31025","31025","GA",376,65,44.1650143781274,11.7460144622679,101,23941.7
"9558","31027","31027","GA",3715,1271,2593.31443801567,69.8065797581607,49.0106398733712,543775.2
"9559","31028","31028","GA",2065,405,833.614646387155,40.3687480090632,48.5835993591583,129609.29
"9560","31029","31029","GA",5978,1022,2440.11704439154,40.8182844495072,41.8832368041117,397037.33
"9561","31030","31030","GA",5955,1726,3549.76303064199,59.6097906069184,48.6229639866367,637554.58
"9562","31031","31031","GA",2232,521,1620.30396499755,72.5942636647648,32.1544605984339,203212.12
"9563","31032","31032","GA",5353,681,2386.2909331182,44.5785715135101,28.5380122997043,269729.72
"9564","31033","31033","GA",826,147,298.11384705236,36.0912647763148,49.3100208036231,52891.45
"9565","31035","31035","GA",382,71,236.006795583118,61.7818836605022,30.083879502103,26736.05
"9566","31036","31036","GA",3245,699,2017.7890944007,62.1814821078797,34.6418761970567,279566.64
"9567","31037","31037","GA",657,284,385.063719109299,58.6093940805629,73.7540271664462,105720.69
"9568","31038","31038","GA",398,30,197.362408002257,49.5885447241852,15.2004630991617,11055.77
"9569","31041","31041","GA",285,59,266.370242968081,93.4632431466951,22.1496212724745,19547.75
"9570","31042","31042","GA",521,135,398.865286102463,76.5576364879968,33.8460138557458,48167.95
"9571","31044","31044","GA",966,213,645.913335280114,66.864734501047,32.9765602234591,86398.04
"9572","31045","31045","GA",27,7,22.0825071890637,81.7870636631989,31.6992990880434,2490.75
"9573","31046","31046","GA",1323,82,572.76503021634,43.292897219678,14.3165164900217,30108.59
"9574","31047","31047","GA",5722,512,931.605772038625,16.2811214966555,54.9588694453443,162941.51
"9575","31049","31049","GA",604,91,335.378077933905,55.5261718433618,27.1335564210413,34869.88
"9576","31050","31050","GA",446,32,33.1237607835956,7.42685219363129,96.6073876968943,10804.47
"9577","31051","31051","GA",33,2,27.6031339863296,83.6458605646353,7.24555407726707,810
"9578","31052","31052","GA",3033,454,1207.63711190192,39.8165879295062,37.5940748694771,156743.31
"9579","31054","31054","GA",461,83,251.1885192756,54.4877482159652,33.0429114512729,30877.44
"9580","31055","31055","GA",1256,558,837.755116485105,66.700248127795,66.6065761962937,235397.85
"9581","31057","31057","GA",728,178,581.045970412239,79.8140069247581,30.6344091627919,78889.19
"9582","31058","31058","GA",630,119,447.17077057854,70.9794873934191,26.6117572590982,44920.72
"9583","31060","31060","GA",680,107,372.64230881545,54.8003395316839,28.7138624543547,41052.65
"9584","31061","31061","GA",15344,4621,7989.72713234312,52.0706929897231,57.8367686837988,1884085.27
"9585","31062","31062","GA",16.6808510638298,5,0,0,101,2429.99
"9586","31063","31063","GA",1618,555,869.498720569384,53.7391051031758,63.8298811568766,240396.01
"9587","31064","31064","GA",3489,515,1693.45227006132,48.5368951006398,30.4112497945602,170293.35
"9588","31065","31065","GA",526,53,194.602094603624,36.9965959322479,27.2350614251883,17285.45
"9589","31066","31066","GA",445,46,186.321154407725,41.8699223388146,24.6885546336508,14535.99
"9590","31067","31067","GA",80,3,45.5451710774439,56.9314638468049,6.58686734297006,1590
"9591","31068","31068","GA",1163,321,1106.88567285182,95.1750363587118,29.0002850224779,130268.7
"9592","31069","31069","GA",9096,1415,3967.95051053489,43.62302672092,35.6607270237666,510956.24
"9593","31070","31070","GA",368,29,201.502878100206,54.7562168750561,14.3918539890921,11680
"9594","31071","31071","GA",424,69,277.411496562613,65.4272397553332,24.872797578678,20292.98
"9595","31072","31072","GA",396,79,238.767108981751,60.2947244903413,33.0866342256704,31693.93
"9596","31075","31075","GA",926,130,506.517508649149,54.6995149729103,25.6654504099379,50646.47
"9597","31076","31076","GA",1040,290,746.664774330217,71.7946898394439,38.839384148012,110036.67
"9598","31077","31077","GA",376,60,269.130556366714,71.5772756294452,22.2940125454371,23754.47
"9599","31078","31078","GA",1208,249,843.275743282371,69.8075946425804,29.5277081053928,95023.87
"9600","31079","31079","GA",1039,271,600.36816420267,57.783268931922,45.1389690790661,97258.41
"9601","31082","31082","GA",3950,1365,2389.05124651683,60.4823100384008,57.1356517358149,543577.2
"9602","31083","31083","GA",96,13,74.52846176309,77.6338143365521,17.4430005563837,4150
"9603","31085","31085","GA",414,30,305.014630548943,73.675031533561,9.8355937700458,12089.98
"9604","31087","31087","GA",3030,728,2086.79692936652,68.871185787674,34.8860011127674,281605.74
"9605","31088","31088","GA",20733,4014,7360.3756774548,35.5007749841065,54.5352598277705,1440181.77
"9606","31089","31089","GA",1606,649,1191.07523151012,74.164086644466,54.4885816471185,262142.17
"9607","31090","31090","GA",410,46,269.130556366714,65.6415991138327,17.0920762848351,18219.96
"9608","31091","31091","GA",1207,233,637.632395084215,52.8278703466624,36.5414307360006,82678.52
"9609","31092","31092","GA",2001,514,1525.07315274471,76.2155498623045,33.7033013186903,200624.1
"9610","31093","31093","GA",11100,4139,6811.07331112684,61.3610208209625,60.768689616633,1598972.65
"9611","31094","31094","GA",321,65,153.19739362413,47.7250447427195,42.4289202722846,25051.7
"9612","31096","31096","GA",2429,524,1529.21362284266,62.9565097917934,34.2659777661367,203483.75
"9613","31097","31097","GA",478,72,149.05692352618,31.1834568046402,48.3036938484471,25763.72
"9614","31098","31098","GA",1077,236,216.684601792688,20.1192759324687,101,70685.04
"9615","31201","31201","GA",3500,1589,2812.75935320699,80.3645529487712,56.4925683453257,649244.49
"9616","31204","31204","GA",11866,5425,7837.9098954183,66.0535133610172,69.2148809106777,2169181.97
"9617","31206","31206","GA",9020,6288,8222.9736145276,91.1637873007494,76.4686875425568,2519490.94
"9618","31207","31207","GA",16.6808510638298,3,0,0,101,1220
"9619","31210","31210","GA",13962,2498,5099.6790039744,36.5254190228793,48.9834751962467,912455
"9620","31211","31211","GA",6132,2314,3882.38079517726,63.3134506715144,59.6026026832421,893481.55
"9621","31216","31216","GA",6202,1055,2586.41365451909,41.7028967191082,40.7900723133232,371982.31
"9622","31217","31217","GA",6168,2767,4299.18811837084,69.7014934885026,64.3609891871524,1125978.64
"9623","31220","31220","GA",5907,923,2104.73896645764,35.631267419293,43.8534191037214,333919.07
"9624","31301","31301","GA",1610,313,930.225615339309,57.7779885303919,33.6477511303352,122637.68
"9625","31302","31302","GA",3027,320,1362.21466222537,45.0021361818754,23.4911581025883,119843.38
"9626","31303","31303","GA",1088,91,525.83970243958,48.3308550036378,17.3056540953098,28146.99
"9627","31305","31305","GA",2235,294,1302.86792415476,58.2938668525619,22.5656027406411,117336.34
"9628","31307","31307","GA",448,20,24.8428205876967,5.54527245261087,80.5061564140786,6915.22
"9629","31308","31308","GA",3007,345,1242.14102938483,41.3083149113679,27.7746239628571,133725.12
"9630","31309","31309","GA",261,37,150.437080225497,57.6387280557458,24.5950000787965,13591.55
"9631","31312","31312","GA",7262,460,2389.05124651683,32.8979791588658,19.254505346868,161546.78
"9632","31313","31313","GA",15166,2667,7675.05140489896,50.6069590195105,34.7489529294574,996375.43
"9633","31314","31314","GA",16.6808510638298,8,0,0,101,930
"9634","31315","31315","GA",2277,80,1436.74312398846,63.0980730781053,5.56814914679506,31640.43
"9635","31316","31316","GA",4043,699,1930.83922234376,47.7575865036794,36.2018749107197,246495.57
"9636","31318","31318","GA",132,14,35.8840741822285,27.1849046835065,39.014521954515,5176.26
"9637","31320","31320","GA",3281,570,1571.99848052147,47.9121755721266,36.2595770328554,190363.33
"9638","31321","31321","GA",2747,384,1069.62144197027,38.9378027655724,35.9005518151039,152159.61
"9639","31322","31322","GA",10718,715,2090.93739946447,19.5086527287224,34.1951892095443,253475.33
"9640","31323","31323","GA",691,106,383.683562409982,55.525841159187,27.6269328126011,33529.83
"9641","31324","31324","GA",10847,555,2560.19067723207,23.6027535468984,21.6780728457317,190177.28
"9642","31326","31326","GA",8731,706,2440.11704439154,27.9477384536885,28.9330383402181,254590.91
"9643","31328","31328","GA",1615,39,496.856411753934,30.7651028949804,7.84935025037266,12463.02
"9644","31329","31329","GA",3162,393,1427.08202709324,45.1322589213549,27.5387113381621,149460.56
"9645","31331","31331","GA",2409,333,1102.74520275387,45.7760565692764,30.1973655535661,135461.61
"9646","31401","31401","GA",8275,1723,4880.23408878308,58.975638535143,35.3056834703936,769842.39
"9647","31404","31404","GA",12832,2918,7426.62319902199,57.8758042317799,39.2910737733977,1183191.09
"9648","31405","31405","GA",14304,2479,6493.63727028405,45.3973522810686,38.1758311531245,987420.69
"9649","31406","31406","GA",13920,1734,4923.01894646189,35.3665154199849,35.2222897952932,644701.67
"9650","31407","31407","GA",8149,727,1435.36296728914,17.613976773704,50.649209751665,242655.98
"9651","31408","31408","GA",3608,646,2095.07786956242,58.067568446852,30.8341761127439,248120.7
"9652","31409","31409","GA",16.6808510638298,3,0,0,101,990
"9653","31410","31410","GA",9709,271,2231.71338279475,22.986027220051,12.1431363941829,96276.44
"9654","31411","31411","GA",4392,19,703.879916651406,16.0264097598225,2.69932406800146,4914.89
"9655","31415","31415","GA",4153,1873,3317.89670515682,79.8915652578094,56.4514259015026,767150.73
